avg len,diameter,nodes,edges,density,degree,i
6.639148622047244,13,128,192,0.023622047244094488,3,2
7.68826352530541,15,192,320,0.017452006980802792,4,3
9.903467868338558,20,320,448,0.00877742946708464,3,5
8.835730265260466,17,448,1472,0.014701182486417386,7,7
7.749119035303246,13,704,3648,0.014742014742014743,11,11
10.392723664722762,21,832,2624,0.007590484124780154,7,13
11.108689255370962,22,1088,4480,0.007576167541533633,9,17
8.661472547108511,17,1216,11072,0.014988087502707385,19,19
8.683684383589986,17,1472,16320,0.015074040138326486,23,23
10.608179779719304,21,1856,13120,0.007621526164141649,15,29
8.14098923511135,15,1984,29888,0.01519366225822719,31,31
11.156867656630014,22,2368,21440,0.007650235787117916,19,37
11.313622225528393,24,2624,26368,0.007662051458486373,21,41
8.732977384545155,17,2752,57920,0.015300989914872392,43,43
8.737818096427485,17,3008,69312,0.015325941597265955,47,47
10.329560803291733,21,3392,44224,0.007689611235067298,27,53
8.404717701201033,17,3776,109632,0.015382197777528342,59,59
11.01220110213665,22,3904,58688,0.0077031959442715355,31,61
8.753371330018904,17,4288,141632,0.01540930755599191,67,67
8.755432731210064,17,4544,159168,0.015420721555837335,71,71
10.474556282864542,20,4672,84224,0.007718859884510372,37,73
8.758930483040979,17,5056,197312,0.015440283464172583,79,79
8.760426969599354,17,5312,217920,0.015448727691787675,83,83
11.106423742983694,22,5696,125440,0.007733967308204516,45,89
10.792287120959209,22,6208,149120,0.007739848093024337,49,97
